airfoil,Reynolds,alpha,CL,CD
NACA 0010,32000,4.3,0.5444,0.02998
NACA 0010,32000,4.4,0.5537,0.02989
NACA 0010,32000,4.5,0.5621,0.02995
NACA 0010,32000,4.6,0.5699,0.03008
NACA 0010,32000,4.7,0.5775,0.03036
NACA 0010,32000,4.8,0.5848,0.03075
NACA 0010,32000,4.9,0.5919,0.03122
NACA 0010,32000,5.0,0.599,0.03184
NACA 0010,32000,5.1,0.6061,0.0325
NACA 0010,32000,5.2,0.6135,0.03319
NACA 0010,32000,5.3,0.6225,0.0339
NACA 0010,32000,5.4,0.6301,0.03468
NACA 0010,32000,5.5,0.6372,0.03557
NACA 0010,32000,5.6,0.6469,0.03617
NACA 0010,32000,5.7,0.6527,0.03738
NACA 0010,32000,5.8,0.662,0.03828
NACA 0010,32000,5.9,0.669,0.03952
NACA 0010,32000,6.0,0.6754,0.04057
NACA 0010,32000,6.1,0.685,0.0413
NACA 0010,32000,6.2,0.6888,0.04266
NACA 0010,32000,6.3,0.6953,0.04382
NACA 0010,32000,6.4,0.7043,0.04492
NACA 0010,32000,6.5,0.7118,0.04643
NACA 0010,32000,6.6,0.7146,0.04818
NACA 0010,32000,6.7,0.7169,0.04998
NACA 0010,32000,6.8,0.7188,0.05176
NACA 0010,32000,6.9,0.7206,0.05349
NACA 0010,32000,7.0,0.7235,0.055
NACA 0010,32000,7.1,0.7392,0.05531
NACA 0010,32000,7.2,0.7379,0.05722
NACA 0010,32000,7.3,0.736,0.05922
NACA 0010,32000,7.4,0.7339,0.06127
NACA 0010,32000,7.5,0.7316,0.06338
NACA 0010,32000,7.6,0.7291,0.06554
NACA 0010,32000,7.7,0.7266,0.06775
NACA 0010,32000,7.8,0.7242,0.06998
NACA 0010,32000,7.9,0.7219,0.07223
NACA 0010,32000,8.0,0.72,0.07447
NACA 0010,32000,8.1,0.719,0.07671
NACA 0010,32000,8.2,0.7192,0.07895
NACA 0010,32000,8.3,0.7211,0.08118
NACA 0010,32000,8.5,0.6642,0.08941
NACA 0010,32000,8.6,0.664,0.09177
NACA 0010,32000,8.7,0.6671,0.09401
NACA 0010,32000,8.8,0.6756,0.09621
NACA 0010,32000,9.0,0.5412,0.11254
NACA 0010,32000,9.1,0.5417,0.11389
NACA 0010,32000,9.2,0.5441,0.11534
NACA 0010,32000,9.3,0.5576,0.11805
NACA 0010,32000,9.4,0.5745,0.12225
NACA 0010,32000,9.5,0.56,0.12117
NACA 0010,32000,9.6,0.5558,0.12135
NACA 0010,32000,9.7,0.5862,0.12654
NACA 0010,32000,9.8,0.6021,0.13111
NACA 0010,32000,9.9,0.5819,0.12896
NACA 0010,32000,10.0,0.5681,0.12767
NACA 0010,32000,10.1,0.5695,0.12885
NACA 0010,32000,10.2,0.5757,0.13078
NACA 0010,32000,10.3,0.5879,0.13377
NACA 0010,32000,10.4,0.6115,0.13953
NACA 0010,32000,10.5,0.6059,0.14013
NACA 0010,32000,10.6,0.5866,0.13766
NACA 0010,32000,10.7,0.5829,0.13791
NACA 0010,32000,10.8,0.5875,0.13953
NACA 0010,32000,10.9,0.5986,0.14234
NACA 0010,32000,11.0,0.6327,0.15076
NACA 0010,32000,11.1,0.6169,0.14884
NACA 0010,32000,11.2,0.6016,0.14685
NACA 0010,32000,11.3,0.5974,0.14686
NACA 0010,32000,11.4,0.6043,0.14874
NACA 0010,32000,11.5,0.635,0.15634
NACA 0010,32000,11.6,0.6216,0.15468
NACA 0010,32000,11.7,0.6111,0.15345
NACA 0010,32000,11.8,0.6113,0.1541
NACA 0010,32000,11.9,0.6581,0.1651
NACA 0010,32000,12.0,0.6436,0.16311
NACA 0010,32000,12.1,0.63,0.16112
NACA 0010,32000,12.2,0.6226,0.16035
NACA 0010,32000,12.3,0.6237,0.16131
NACA 0010,32000,12.4,0.6301,0.16335
NACA 0010,32000,12.5,0.6451,0.16746
NACA 0010,32000,12.6,0.6687,0.17508
NACA 0010,32000,12.7,0.6551,0.17284
NACA 0010,32000,12.8,0.6432,0.1708
NACA 0010,32000,12.9,0.6387,0.17046
NACA 0010,32000,13.0,0.6403,0.17152
NACA 0010,32000,13.1,0.6461,0.17348
NACA 0010,32000,13.2,0.6586,0.17725
NACA 0010,32000,13.3,0.6859,0.18648
NACA 0010,32000,13.4,0.6738,0.18418
NACA 0010,32000,13.5,0.6629,0.18198
NACA 0010,32000,13.6,0.6572,0.18108
NACA 0010,32000,13.7,0.6574,0.18174
NACA 0010,32000,13.8,0.6612,0.18326
NACA 0010,32000,13.9,0.6687,0.1858
NACA 0010,32000,14.0,0.6858,0.19163
NACA 0010,32000,14.1,0.6984,0.19734
NACA 0010,32000,14.2,0.6884,0.195
NACA 0010,32000,14.3,0.6803,0.19303
NACA 0010,32000,14.4,0.6769,0.19247
NACA 0010,32000,14.5,0.678,0.19323
NACA 0010,32000,14.6,0.6825,0.19491
NACA 0010,32000,14.7,0.6951,0.19918
NACA 0010,32000,14.8,0.7122,0.20682
NACA 0010,32000,14.9,0.7042,0.20462
NACA 0010,32000,15.0,0.6978,0.20279
NACA 0010,110000,0.0,0.0,0.01298
NACA 0010,110000,0.1,-0.0048,0.01299
NACA 0010,110000,0.2,-0.009,0.01303
NACA 0010,110000,0.3,-0.0123,0.01308
NACA 0010,110000,0.4,-0.0144,0.01316
NACA 0010,110000,0.5,0.0018,0.01324
NACA 0010,110000,0.6,0.029,0.01333
NACA 0010,110000,0.7,0.0559,0.01337
NACA 0010,110000,0.8,0.0846,0.01342
NACA 0010,110000,0.9,0.1101,0.01342
NACA 0010,110000,1.0,0.139,0.0134
NACA 0010,110000,1.1,0.1681,0.01335
NACA 0010,110000,1.2,0.1935,0.01327
NACA 0010,110000,1.3,0.2226,0.01316
NACA 0010,110000,1.4,0.242,0.01307
NACA 0010,110000,1.5,0.2671,0.01292
NACA 0010,110000,1.6,0.2821,0.01283
NACA 0010,110000,1.7,0.3001,0.0127
NACA 0010,110000,1.8,0.3129,0.0126
NACA 0010,110000,1.9,0.3247,0.01253
NACA 0010,110000,2.0,0.3367,0.01243
NACA 0010,110000,2.1,0.3454,0.0124
NACA 0010,110000,2.2,0.3551,0.01235
NACA 0010,110000,2.3,0.364,0.01232
NACA 0010,110000,2.4,0.3725,0.01232
NACA 0010,110000,2.5,0.3815,0.01231
NACA 0010,110000,2.6,0.3898,0.01234
NACA 0010,110000,2.7,0.3984,0.01237
NACA 0010,110000,2.8,0.407,0.01242
NACA 0010,110000,2.9,0.4155,0.01247
NACA 0010,110000,3.0,0.424,0.01254
NACA 0010,110000,3.1,0.4326,0.01263
NACA 0010,110000,3.2,0.4411,0.01272
NACA 0010,110000,3.3,0.4497,0.01282
NACA 0010,110000,3.4,0.4582,0.01294
NACA 0010,110000,3.5,0.4666,0.01308
NACA 0010,110000,3.6,0.4751,0.0132
NACA 0010,110000,3.7,0.4835,0.01335
NACA 0010,110000,3.8,0.4919,0.01351
NACA 0010,110000,3.9,0.5,0.01369
NACA 0010,110000,4.0,0.5081,0.01389
NACA 0010,110000,4.1,0.5161,0.0141
NACA 0010,110000,4.2,0.5241,0.01432
NACA 0010,110000,4.3,0.5319,0.01458
NACA 0010,110000,4.4,0.5396,0.01486
NACA 0010,110000,4.5,0.5473,0.01517
NACA 0010,110000,4.6,0.5549,0.01552
NACA 0010,110000,4.7,0.5623,0.01591
NACA 0010,110000,4.8,0.5697,0.01633
NACA 0010,110000,4.9,0.5772,0.01676
NACA 0010,110000,5.0,0.5848,0.01721
NACA 0010,110000,5.1,0.5921,0.01774
NACA 0010,110000,5.2,0.6007,0.0181
NACA 0010,110000,5.3,0.6086,0.01861
NACA 0010,110000,5.4,0.617,0.01898
NACA 0010,110000,5.5,0.6251,0.01948
NACA 0010,110000,5.6,0.6339,0.01983
NACA 0010,110000,5.7,0.6419,0.02051
NACA 0010,110000,5.8,0.6513,0.02095
NACA 0010,110000,5.9,0.6606,0.0214
NACA 0010,110000,6.0,0.6695,0.02192
NACA 0010,110000,6.1,0.6784,0.02281
NACA 0010,110000,6.2,0.6879,0.02316
NACA 0010,110000,6.3,0.6969,0.02354
NACA 0010,110000,6.4,0.7057,0.02396
NACA 0010,110000,6.5,0.7144,0.02497
NACA 0010,110000,6.6,0.7239,0.02547
NACA 0010,110000,6.7,0.7334,0.0261
NACA 0010,110000,6.8,0.7426,0.02676
NACA 0010,110000,6.9,0.7517,0.02744
NACA 0010,110000,7.0,0.7607,0.02814
NACA 0010,110000,7.1,0.7695,0.02893
NACA 0010,110000,7.2,0.778,0.03001
NACA 0010,110000,7.3,0.7855,0.03172
NACA 0010,110000,7.4,0.7929,0.03265
NACA 0010,110000,7.5,0.8,0.03354
NACA 0010,110000,7.6,0.8065,0.03442
NACA 0010,110000,7.7,0.8127,0.03531
NACA 0010,110000,7.8,0.8189,0.03609
NACA 0010,110000,7.9,0.8259,0.03671
NACA 0010,110000,8.0,0.8344,0.03715
NACA 0010,110000,8.1,0.8411,0.03797
NACA 0010,110000,8.2,0.8465,0.03922
NACA 0010,110000,8.3,0.8509,0.04076
NACA 0010,110000,8.4,0.854,0.04255
NACA 0010,110000,8.5,0.8558,0.0445
NACA 0010,110000,8.6,0.857,0.04637
NACA 0010,110000,8.7,0.8582,0.04783
NACA 0010,110000,8.8,0.8588,0.04941
NACA 0010,110000,8.9,0.8588,0.05108
NACA 0010,110000,9.0,0.8583,0.05285
NACA 0010,110000,9.1,0.8573,0.0547
NACA 0010,110000,9.2,0.8561,0.05669
NACA 0010,110000,9.4,0.8533,0.05976
NACA 0010,110000,9.5,0.8498,0.06106
NACA 0010,110000,9.8,0.7586,0.07348
NACA 0010,110000,9.9,0.7439,0.07768
NACA 0010,110000,10.0,0.7331,0.08182
NACA 0010,110000,10.1,0.7264,0.0854
NACA 0010,110000,10.2,0.7227,0.08827
NACA 0010,110000,10.3,0.7214,0.09049
NACA 0010,110000,10.4,0.7225,0.09208
NACA 0010,110000,10.5,0.7272,0.09288
NACA 0010,110000,10.6,0.6583,0.11731
NACA 0010,110000,10.7,0.6626,0.11869
NACA 0010,110000,10.8,0.6689,0.12003
NACA 0010,110000,10.9,0.6775,0.12142
NACA 0010,110000,11.0,0.6897,0.12312
NACA 0010,110000,11.1,0.1356,0.02203
NACA 0010,110000,11.2,0.1314,0.02228
NACA 0010,110000,11.3,0.1333,0.0226
NACA 0010,110000,11.4,0.1448,0.02308
NACA 0010,110000,11.5,0.1618,0.02418
NACA 0010,110000,11.6,0.1737,0.02579
NACA 0010,110000,11.7,0.1693,0.02624
NACA 0010,110000,11.8,0.1637,0.02658
NACA 0010,110000,11.9,0.1553,0.02676
NACA 0010,110000,12.0,0.1468,0.02682
NACA 0010,110000,12.1,0.1451,0.02723
NACA 0010,110000,12.2,0.1464,0.02778
NACA 0010,110000,12.3,0.1491,0.02838
NACA 0010,110000,12.4,0.1529,0.02902
NACA 0010,110000,12.5,0.1582,0.02975
NACA 0010,110000,12.6,0.1659,0.03066
NACA 0010,110000,12.7,0.1809,0.03221
NACA 0010,110000,12.8,0.1928,0.03431
NACA 0010,110000,12.9,0.1885,0.03472
NACA 0010,110000,13.0,0.1822,0.03494
NACA 0010,110000,13.1,0.1744,0.03492
NACA 0010,110000,13.2,0.171,0.03518
NACA 0010,110000,13.3,0.172,0.03581
NACA 0010,110000,13.4,0.1745,0.03653
NACA 0010,110000,13.5,0.1785,0.03729
NACA 0010,110000,13.6,0.2106,0.0407
NACA 0010,110000,13.7,0.207,0.04114
NACA 0010,110000,13.8,0.202,0.04143
NACA 0010,110000,13.9,0.1959,0.04146
NACA 0010,110000,14.0,0.1932,0.04174
NACA 0010,110000,14.1,0.1946,0.04246
NACA 0010,110000,14.2,0.1975,0.04328
NACA 0010,110000,14.3,0.2011,0.04416
NACA 0010,110000,14.4,0.2057,0.04511
NACA 0010,110000,14.5,0.2116,0.04622
NACA 0010,110000,14.6,0.2206,0.04774
NACA 0010,110000,14.7,0.6955,0.18428
NACA 0010,110000,14.8,0.6985,0.18557
NACA 0010,110000,14.9,0.7032,0.18683
NACA 0010,110000,15.0,0.7151,0.18883
NACA 0010,185000,0.0,0.0,0.01059
NACA 0010,185000,0.1,0.0249,0.01057
NACA 0010,185000,0.2,0.0512,0.01054
NACA 0010,185000,0.3,0.0775,0.01049
NACA 0010,185000,0.4,0.1035,0.01044
NACA 0010,185000,0.5,0.1266,0.01037
NACA 0010,185000,0.6,0.1494,0.01031
NACA 0010,185000,0.7,0.1741,0.01021
NACA 0010,185000,0.8,0.1955,0.01011
NACA 0010,185000,0.9,0.2178,0.01
NACA 0010,185000,1.0,0.232,0.00992
NACA 0010,185000,1.1,0.2437,0.00983
NACA 0010,185000,1.2,0.2529,0.00975
NACA 0010,185000,1.3,0.262,0.00969
NACA 0010,185000,1.4,0.2709,0.00964
NACA 0010,185000,1.5,0.2795,0.0096
NACA 0010,185000,1.6,0.2882,0.00957
NACA 0010,185000,1.7,0.297,0.00956
NACA 0010,185000,1.8,0.306,0.00955
NACA 0010,185000,1.9,0.315,0.00957
NACA 0010,185000,2.0,0.3242,0.00958
NACA 0010,185000,2.1,0.3334,0.00961
NACA 0010,185000,2.2,0.3426,0.00965
NACA 0010,185000,2.3,0.352,0.00969
NACA 0010,185000,2.4,0.3611,0.00976
NACA 0010,185000,2.5,0.3705,0.00981
NACA 0010,185000,2.6,0.3798,0.00989
NACA 0010,185000,2.7,0.3889,0.00998
NACA 0010,185000,2.8,0.3983,0.01005
NACA 0010,185000,2.9,0.4075,0.01015
NACA 0010,185000,3.0,0.4166,0.01026
NACA 0010,185000,3.1,0.4259,0.01035
NACA 0010,185000,3.2,0.4351,0.01047
NACA 0010,185000,3.3,0.444,0.01061
NACA 0010,185000,3.4,0.4531,0.01072
NACA 0010,185000,3.5,0.4622,0.01085
NACA 0010,185000,3.6,0.4711,0.011
NACA 0010,185000,3.7,0.4799,0.01116
NACA 0010,185000,3.8,0.4888,0.01132
NACA 0010,185000,3.9,0.4977,0.01148
NACA 0010,185000,4.0,0.5065,0.01166
NACA 0010,185000,4.1,0.5151,0.01186
NACA 0010,185000,4.2,0.5237,0.01208
NACA 0010,185000,4.3,0.5322,0.01231
NACA 0010,185000,4.4,0.5406,0.01256
NACA 0010,185000,4.5,0.549,0.01283
NACA 0010,185000,4.6,0.5573,0.01312
NACA 0010,185000,4.7,0.5656,0.01342
NACA 0010,185000,4.8,0.5739,0.01374
NACA 0010,185000,4.9,0.5821,0.01406
NACA 0010,185000,5.0,0.59,0.01443
NACA 0010,185000,5.1,0.5988,0.01469
NACA 0010,185000,5.2,0.6068,0.01506
NACA 0010,185000,5.3,0.6155,0.01534
NACA 0010,185000,5.4,0.6228,0.01582
NACA 0010,185000,5.5,0.632,0.01605
NACA 0010,185000,5.6,0.6406,0.01634
NACA 0010,185000,5.7,0.6478,0.0169
NACA 0010,185000,5.8,0.6573,0.01708
NACA 0010,185000,5.9,0.6663,0.01732
NACA 0010,185000,6.0,0.6745,0.0177
NACA 0010,185000,6.1,0.6821,0.01831
NACA 0010,185000,6.2,0.6915,0.01859
NACA 0010,185000,6.3,0.7006,0.01894
NACA 0010,185000,6.4,0.7096,0.0193
NACA 0010,185000,6.5,0.7183,0.01969
NACA 0010,185000,6.6,0.7267,0.02028
NACA 0010,185000,6.7,0.7347,0.02126
NACA 0010,185000,6.8,0.7443,0.02163
NACA 0010,185000,6.9,0.7537,0.02208
NACA 0010,185000,7.0,0.7629,0.02252
NACA 0010,185000,7.1,0.772,0.02291
NACA 0010,185000,7.2,0.781,0.02324
NACA 0010,185000,7.3,0.7896,0.02361
NACA 0010,185000,7.4,0.7975,0.02451
NACA 0010,185000,7.5,0.8053,0.02554
NACA 0010,185000,7.6,0.8142,0.02604
NACA 0010,185000,7.7,0.8228,0.02664
NACA 0010,185000,7.8,0.831,0.02733
NACA 0010,185000,7.9,0.839,0.02807
NACA 0010,185000,8.0,0.8467,0.02885
NACA 0010,185000,8.1,0.8541,0.02966
NACA 0010,185000,8.2,0.8613,0.0305
NACA 0010,185000,8.3,0.8682,0.03135
NACA 0010,185000,8.4,0.8749,0.0322
NACA 0010,185000,8.5,0.8811,0.03311
NACA 0010,185000,8.6,0.8868,0.03407
NACA 0010,185000,8.7,0.8921,0.03508
NACA 0010,185000,8.8,0.8968,0.03619
NACA 0010,185000,8.9,0.9008,0.03739
NACA 0010,185000,9.0,0.9041,0.0387
NACA 0010,185000,9.1,0.9065,0.04009
NACA 0010,185000,9.2,0.908,0.04156
NACA 0010,185000,9.3,0.9086,0.04309
NACA 0010,185000,9.4,0.908,0.04472
NACA 0010,185000,9.5,0.9054,0.04651
NACA 0010,185000,9.6,0.9,0.04859
NACA 0010,185000,9.7,0.8814,0.05203
NACA 0010,185000,9.8,0.8647,0.05501
NACA 0010,185000,9.9,0.8502,0.05735
NACA 0010,185000,10.0,0.8364,0.05973
NACA 0010,185000,10.1,0.8229,0.06231
NACA 0010,185000,10.2,0.8094,0.06523
NACA 0010,185000,10.3,0.7954,0.06864
NACA 0010,185000,10.4,0.7807,0.07283
NACA 0010,185000,10.5,0.7652,0.078
NACA 0010,185000,10.6,0.7509,0.08378
NACA 0010,185000,10.7,0.7408,0.08869
NACA 0010,185000,10.8,0.7347,0.09208
NACA 0010,185000,10.9,0.7307,0.09469
NACA 0010,185000,11.0,0.7287,0.09654
NACA 0010,185000,11.1,0.7337,0.09582
NACA 0010,185000,11.2,0.695,0.11609
NACA 0010,185000,11.3,0.6979,0.11753
NACA 0010,185000,11.4,0.7017,0.11898
NACA 0010,185000,11.6,0.6991,0.12468
NACA 0010,185000,11.7,0.6969,0.12709
NACA 0010,185000,11.8,0.6946,0.12942
NACA 0010,185000,11.9,0.6905,0.13187
NACA 0010,185000,12.0,0.6823,0.1346
NACA 0010,185000,12.1,0.6706,0.1377
NACA 0010,185000,12.2,0.6694,0.13968
NACA 0010,185000,12.3,0.6694,0.14149
NACA 0010,185000,12.4,0.67,0.1432
NACA 0010,185000,12.5,0.671,0.14483
NACA 0010,185000,12.6,0.6723,0.1464
NACA 0010,185000,12.7,0.6741,0.14791
NACA 0010,185000,12.8,0.6766,0.14927
NACA 0010,185000,12.9,0.6805,0.15042
NACA 0010,185000,13.0,0.688,0.15098
NACA 0010,185000,13.2,0.7018,0.15447
NACA 0010,185000,13.3,0.7005,0.15644
NACA 0010,185000,13.4,0.698,0.15847
NACA 0010,185000,13.5,0.6946,0.16047
NACA 0010,185000,13.6,0.6882,0.1626
NACA 0010,185000,13.7,0.6852,0.1644
NACA 0010,185000,13.8,0.6857,0.16608
NACA 0010,185000,13.9,0.687,0.16768
NACA 0010,185000,14.0,0.6888,0.1692
NACA 0010,185000,14.1,0.6911,0.17065
NACA 0010,185000,14.2,0.6937,0.17203
NACA 0010,185000,14.3,0.6969,0.17334
NACA 0010,185000,14.4,0.7008,0.17459
NACA 0010,185000,14.5,0.7058,0.17581
NACA 0010,185000,14.6,0.7131,0.17708
NACA 0010,185000,14.7,0.7206,0.17862
NACA 0010,185000,14.8,0.7234,0.18231
NACA 0010,185000,14.9,0.7245,0.18415
NACA 0010,185000,15.0,0.7252,0.18597
NACA 2410,32000,0.0,0.0034,0.02406
NACA 2410,32000,0.1,0.0107,0.02426
NACA 2410,32000,0.2,0.018,0.02447
NACA 2410,32000,0.3,0.0253,0.02469
NACA 2410,32000,0.4,0.0325,0.02492
NACA 2410,32000,0.5,0.0398,0.02517
NACA 2410,32000,0.6,0.0469,0.02542
NACA 2410,32000,0.7,0.0541,0.02568
NACA 2410,32000,0.8,0.0612,0.02596
NACA 2410,32000,0.9,0.0682,0.02625
NACA 2410,32000,1.0,0.0753,0.02654
NACA 2410,32000,1.1,0.0823,0.02685
NACA 2410,32000,1.2,0.0892,0.02717
NACA 2410,32000,1.3,0.0961,0.0275
NACA 2410,32000,1.4,0.103,0.02784
NACA 2410,32000,1.5,0.1099,0.0282
NACA 2410,32000,1.6,0.1167,0.02856
NACA 2410,32000,1.7,0.1235,0.02894
NACA 2410,32000,1.8,0.1302,0.02932
NACA 2410,32000,1.9,0.1369,0.02972
NACA 2410,32000,2.0,0.1436,0.03013
NACA 2410,32000,2.1,0.1502,0.03055
NACA 2410,32000,2.2,0.1567,0.03098
NACA 2410,32000,2.3,0.1633,0.03142
NACA 2410,32000,2.4,0.1698,0.03188
NACA 2410,32000,2.5,0.1763,0.03234
NACA 2410,32000,2.6,0.1827,0.03282
NACA 2410,32000,2.7,0.1891,0.0333
NACA 2410,32000,2.8,0.1954,0.0338
NACA 2410,32000,2.9,0.2017,0.03431
NACA 2410,32000,3.0,0.208,0.03483
NACA 2410,32000,3.1,0.2324,0.03581
NACA 2410,32000,3.2,0.2567,0.03677
NACA 2410,32000,3.3,0.2754,0.03756
NACA 2410,32000,3.4,0.3024,0.03862
NACA 2410,32000,3.5,0.3137,0.0392
NACA 2410,32000,3.6,0.3426,0.04029
NACA 2410,32000,3.7,0.3498,0.04077
NACA 2410,32000,3.8,0.3765,0.04173
NACA 2410,32000,3.9,0.3848,0.0423
NACA 2410,32000,4.0,0.4019,0.04303
NACA 2410,32000,4.1,0.4223,0.04387
NACA 2410,32000,4.2,0.4307,0.04443
NACA 2410,32000,4.3,0.4643,0.04542
NACA 2410,32000,4.4,0.4623,0.04589
NACA 2410,32000,4.5,0.4787,0.04656
NACA 2410,32000,4.6,0.4991,0.04733
NACA 2410,32000,4.7,0.5037,0.0479
NACA 2410,32000,4.8,0.5387,0.04866
NACA 2410,32000,4.9,0.5342,0.04928
NACA 2410,32000,5.0,0.5482,0.04987
NACA 2410,32000,5.1,0.5703,0.05052
NACA 2410,32000,5.2,0.5711,0.0512
NACA 2410,32000,5.3,0.6102,0.05156
NACA 2410,32000,5.4,0.6008,0.0524
NACA 2410,32000,5.5,0.6239,0.05275
NACA 2410,32000,5.6,0.6333,0.05343
NACA 2410,32000,5.7,0.6422,0.05398
NACA 2410,32000,5.8,0.6657,0.05421
NACA 2410,32000,5.9,0.6684,0.05494
NACA 2410,32000,6.0,0.6961,0.05479
NACA 2410,32000,6.1,0.7042,0.05523
NACA 2410,32000,6.2,0.7239,0.05518
NACA 2410,32000,6.3,0.7661,0.05334
NACA 2410,32000,6.4,0.8062,0.05077
NACA 2410,32000,6.5,0.7911,0.05294
NACA 2410,32000,6.6,0.8239,0.05059
NACA 2410,32000,6.7,0.885,0.04461
NACA 2410,32000,6.8,0.9013,0.04341
NACA 2410,32000,7.0,0.9274,0.04208
NACA 2410,32000,7.1,0.9378,0.04198
NACA 2410,32000,7.2,0.9476,0.04201
NACA 2410,32000,7.3,0.958,0.04214
NACA 2410,32000,7.4,0.9684,0.04262
NACA 2410,32000,7.5,0.9694,0.04402
NACA 2410,32000,7.6,0.9817,0.04433
NACA 2410,32000,7.7,0.9816,0.04568
NACA 2410,32000,7.8,0.9946,0.04619
NACA 2410,32000,7.9,0.9941,0.04787
NACA 2410,32000,8.0,0.9979,0.04933
NACA 2410,32000,8.1,1.014,0.05024
NACA 2410,32000,8.2,1.011,0.05202
NACA 2410,32000,8.3,1.0085,0.05377
NACA 2410,32000,8.4,1.0088,0.05528
NACA 2410,32000,8.5,1.0266,0.05565
NACA 2410,32000,8.6,1.0218,0.05749
NACA 2410,32000,8.7,1.0169,0.05938
NACA 2410,32000,8.8,1.012,0.06132
NACA 2410,32000,8.9,1.0067,0.06331
NACA 2410,32000,9.0,1.0007,0.06538
NACA 2410,32000,9.1,0.9936,0.06756
NACA 2410,32000,9.2,0.9849,0.06986
NACA 2410,32000,9.3,0.9747,0.07229
NACA 2410,32000,9.4,0.9631,0.07476
NACA 2410,32000,9.5,0.9509,0.07728
NACA 2410,32000,9.6,0.9391,0.07998
NACA 2410,32000,9.7,0.9272,0.08287
NACA 2410,32000,9.8,0.9161,0.08588
NACA 2410,32000,9.9,0.9062,0.08897
NACA 2410,32000,10.0,0.8974,0.0921
NACA 2410,32000,10.1,0.8898,0.09525
NACA 2410,32000,10.2,0.8833,0.09839
NACA 2410,32000,10.3,0.8782,0.1015
NACA 2410,32000,10.4,0.8746,0.1045
NACA 2410,32000,10.5,0.8723,0.10737
NACA 2410,32000,10.7,0.8214,0.11893
NACA 2410,32000,10.8,0.8189,0.12142
NACA 2410,32000,10.9,0.8174,0.12387
NACA 2410,32000,11.0,0.8179,0.1263
NACA 2410,32000,11.1,0.8219,0.12875
NACA 2410,32000,11.2,0.8301,0.13126
NACA 2410,32000,11.3,0.7928,0.13604
NACA 2410,32000,11.4,0.8041,0.13896
NACA 2410,32000,11.6,0.7267,0.15204
NACA 2410,32000,11.7,0.7265,0.15292
NACA 2410,32000,11.8,0.7738,0.16254
NACA 2410,32000,11.9,0.769,0.1633
NACA 2410,32000,12.0,0.7622,0.16354
NACA 2410,32000,12.1,0.7529,0.1631
NACA 2410,32000,12.2,0.7433,0.16243
NACA 2410,32000,12.3,0.7398,0.16287
NACA 2410,32000,12.4,0.7404,0.16408
NACA 2410,32000,12.5,0.7435,0.16571
NACA 2410,32000,12.6,0.749,0.1678
NACA 2410,32000,12.7,0.7579,0.17066
NACA 2410,32000,12.8,0.7726,0.17524
NACA 2410,32000,12.9,0.7899,0.18149
NACA 2410,32000,13.0,0.7781,0.17996
NACA 2410,32000,13.1,0.7667,0.17827
NACA 2410,32000,13.2,0.7598,0.17752
NACA 2410,32000,13.3,0.7599,0.17829
NACA 2410,32000,13.4,0.7656,0.18016
NACA 2410,32000,13.5,0.8001,0.19027
NACA 2410,32000,13.6,0.7897,0.18869
NACA 2410,32000,13.7,0.7801,0.18707
NACA 2410,32000,13.8,0.7745,0.18635
NACA 2410,32000,13.9,0.7765,0.18731
NACA 2410,32000,14.0,0.7875,0.19042
